,Plant Code,Plant Name,State,Plant-Generator Code,Parent Company,Technology Code,Requires cooling?,Cooling Technology,Fuel,Latitude,Longitude,Water Basin (8-digit HUC),Water Resource Region,First Year of Operation,Nameplate Capacity (MW),Estimated Generation (MWh),Estimated Capacity Factor,Reported Water Source (Name),Reported Water Source (Type),Reported  Withdrawal (million gallons/yr),Reported  Consumption (million gallons/yr),Calculated Withdrawal (million gallons/yr),Calculated Withdrawal MIN (million gallons/yr),Calculated Withdrawal MAX (million gallons/yr),Calculated Consumption (million gallons/yr),Calculated Consumption MIN (million gallons/yr),Calculated Consumption MAX (million gallons/yr),Generator ID
5331,3404,Great Falls,TN,3404-1,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,35.80166666666666,-85.62194444444444,5130108,Ohio,1916,15.3,40513.67359050445,0.30227768518894893,Caney Fork River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
5332,3404,Great Falls,TN,3404-2,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,35.80166666666666,-85.62194444444444,5130108,Ohio,1924,18.4,48722.326409495545,0.30227768518894893,Caney Fork River,Surface Water,0.0,0.0,0,0,0,0,0,0,2
5333,3405,John Sevier,TN,3405-1,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,36.376666666666665,-82.96388888888889,6010104,Tennessee,1955,200.0,1225336.0,0.6993926940639269,Holston River,Surface Water,66942.27409843694,5.970059225759114,44540.9636,24506.72,61266.8,306.334,122.5336,388.431512,1
5334,3405,John Sevier,TN,3405-2,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,36.376666666666665,-82.96388888888889,6010104,Tennessee,1955,200.0,1188444.0,0.6783356164383562,Holston River,Surface Water,64926.798852431326,5.790314710820594,43199.9394,23768.88,59422.2,297.111,118.8444,376.736748,2
5335,3405,John Sevier,TN,3405-3,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,36.376666666666665,-82.96388888888889,6010104,Tennessee,1956,200.0,1261710.0,0.7201541095890411,Holston River,Surface Water,68929.45008776276,6.147279950750268,45863.1585,25234.2,63085.5,315.4275,126.171,399.96207,3
5336,3405,John Sevier,TN,3405-4,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,36.376666666666665,-82.96388888888889,6010104,Tennessee,1957,200.0,1166400.0,0.6657534246575343,Holston River,Surface Water,63722.49612222023,5.682912344798023,42398.64,23328,58320,291.6,116.64,369.7488,4
5337,3406,Johnsonville,TN,3406-1,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,36.02777777777778,-87.98611111111111,6040005,Tennessee,1951,125.0,550909.0,0.5031132420091324,Kentucky Lake Tennessee River,Surface Water,33562.21684602499,1.7556215329824234,20025.54215,11018.18,27545.45,137.72725,55.0909,174.638153,1
5338,3406,Johnsonville,TN,3406-4,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,36.02777777777778,-87.98611111111111,6040005,Tennessee,1952,125.0,628657.0,0.5741159817351598,Kentucky Lake Tennessee River,Surface Water,38298.74363238127,2.0033867046284075,22851.68195,12573.14,31432.85,157.16425,62.8657,199.284269,4
5339,3406,Johnsonville,TN,3406-5,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,36.02777777777778,-87.98611111111111,6040005,Tennessee,1952,147.0,750490.0,0.5828052682260119,Kentucky Lake Tennessee River,Surface Water,45720.99588275613,2.3916407324766507,27280.3115,15009.8,37524.5,187.6225,75.049,237.90533,5
5340,3406,Johnsonville,TN,3406-6,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,36.02777777777778,-87.98611111111111,6040005,Tennessee,1953,147.0,759164.0,0.5895412046096977,Kentucky Lake Tennessee River,Surface Water,46249.42919737328,2.4192827952802882,27595.6114,15183.28,37958.2,189.791,75.9164,240.654988,6
5341,3406,Johnsonville,TN,3406-7,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,36.02777777777778,-87.98611111111111,6040005,Tennessee,1958,172.8,863728.0,0.5705965668865213,Kentucky Lake Tennessee River,Surface Water,52619.62761905046,2.7525044525318023,31396.5128,17274.56,43186.4,215.932,86.3728,273.801776,7
5342,3406,Johnsonville,TN,3406-8,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,36.02777777777778,-87.98611111111111,6040005,Tennessee,1959,172.8,890769.0,0.5884604103247083,Kentucky Lake Tennessee River,Surface Water,54267.00659767191,2.838677961901549,32379.45315,17815.38,44538.45,222.69225,89.0769,282.373773,8
5343,3406,Johnsonville,TN,3406-9,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,36.02777777777778,-87.98611111111111,6040005,Tennessee,1959,172.8,958000.0,0.6328745983426348,Kentucky Lake Tennessee River,Surface Water,58362.82169739819,3.0529278494218857,34823.3,19160,47900,239.5,95.8,303.686,9
5344,3406,Johnsonville,TN,3406-G10,Tennessee Valley Authority,NG-NA-CT,No,None,Natural Gas,36.02777777777778,-87.98611111111111,6040005,Tennessee,1975,68.0,1799.568070126235,0.0030210315439938135,Kentucky Lake Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,G10
5345,3406,Johnsonville,TN,3406-G11,Tennessee Valley Authority,NG-NA-CT,No,None,Natural Gas,36.02777777777778,-87.98611111111111,6040005,Tennessee,1975,68.0,1799.568070126235,0.0030210315439938135,Kentucky Lake Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,G11
5346,3406,Johnsonville,TN,3406-G12,Tennessee Valley Authority,NG-NA-CT,No,None,Natural Gas,36.02777777777778,-87.98611111111111,6040005,Tennessee,1975,68.0,1799.568070126235,0.0030210315439938135,Kentucky Lake Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,G12
5347,3406,Johnsonville,TN,3406-G13,Tennessee Valley Authority,NG-NA-CT,No,None,Natural Gas,36.02777777777778,-87.98611111111111,6040005,Tennessee,1975,68.0,1799.568070126235,0.0030210315439938135,Kentucky Lake Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,G13
5348,3406,Johnsonville,TN,3406-G14,Tennessee Valley Authority,NG-NA-CT,No,None,Natural Gas,36.02777777777778,-87.98611111111111,6040005,Tennessee,1975,68.0,1799.568070126235,0.0030210315439938135,Kentucky Lake Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,G14
5349,3406,Johnsonville,TN,3406-G15,Tennessee Valley Authority,NG-NA-CT,No,None,Natural Gas,36.02777777777778,-87.98611111111111,6040005,Tennessee,1975,68.0,1799.568070126235,0.0030210315439938135,Kentucky Lake Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,G15
5350,3406,Johnsonville,TN,3406-G16,Tennessee Valley Authority,NG-NA-CT,No,None,Natural Gas,36.02777777777778,-87.98611111111111,6040005,Tennessee,1975,68.0,1799.568070126235,0.0030210315439938135,Kentucky Lake Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,G16
5351,3406,Johnsonville,TN,3406-G17,Tennessee Valley Authority,NG-NA-CT,No,None,Natural Gas,36.02777777777778,-87.98611111111111,6040005,Tennessee,2000,84.5,2236.2279694951008,0.0030210315439938135,Kentucky Lake Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,G17
5352,3406,Johnsonville,TN,3406-G18,Tennessee Valley Authority,NG-NA-CT,No,None,Natural Gas,36.02777777777778,-87.98611111111111,6040005,Tennessee,2000,84.5,2236.2279694951008,0.0030210315439938135,Kentucky Lake Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,G18
5353,3406,Johnsonville,TN,3406-G19,Tennessee Valley Authority,NG-NA-CT,No,None,Natural Gas,36.02777777777778,-87.98611111111111,6040005,Tennessee,2000,84.5,2236.2279694951008,0.0030210315439938135,Kentucky Lake Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,G19
5354,3406,Johnsonville,TN,3406-G20,Tennessee Valley Authority,NG-NA-CT,No,None,Natural Gas,36.02777777777778,-87.98611111111111,6040005,Tennessee,2000,84.5,2236.2279694951008,0.0030210315439938135,Kentucky Lake Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,G20
5355,3406,Johnsonville,TN,3406-GT1,Tennessee Valley Authority,NG-NA-CT,No,None,Natural Gas,36.02777777777778,-87.98611111111111,6040005,Tennessee,1975,68.0,1799.568070126235,0.0030210315439938135,Kentucky Lake Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,GT1
5356,3406,Johnsonville,TN,3406-GT5,Tennessee Valley Authority,NG-NA-CT,No,None,Natural Gas,36.02777777777778,-87.98611111111111,6040005,Tennessee,1975,68.0,1799.568070126235,0.0030210315439938135,Kentucky Lake Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,GT5
5357,3406,Johnsonville,TN,3406-GT6,Tennessee Valley Authority,NG-NA-CT,No,None,Natural Gas,36.02777777777778,-87.98611111111111,6040005,Tennessee,1975,68.0,1799.568070126235,0.0030210315439938135,Kentucky Lake Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,GT6
5358,3406,Johnsonville,TN,3406-GT7,Tennessee Valley Authority,NG-NA-CT,No,None,Natural Gas,36.02777777777778,-87.98611111111111,6040005,Tennessee,1975,68.0,1799.568070126235,0.0030210315439938135,Kentucky Lake Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,GT7
5359,3406,Johnsonville,TN,3406-GT8,Tennessee Valley Authority,NG-NA-CT,No,None,Natural Gas,36.02777777777778,-87.98611111111111,6040005,Tennessee,1975,68.0,1799.568070126235,0.0030210315439938135,Kentucky Lake Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,GT8
5360,3406,Johnsonville,TN,3406-GT9,Tennessee Valley Authority,NG-NA-CT,No,None,Natural Gas,36.02777777777778,-87.98611111111111,6040005,Tennessee,1975,68.0,1799.568070126235,0.0030210315439938135,Kentucky Lake Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,GT9
5361,3406,Johnsonville,TN,3406-GT2,Tennessee Valley Authority,NG-NA-CT,No,None,Natural Gas,36.02777777777778,-87.98611111111111,6040005,Tennessee,1975,68.0,1799.568070126235,0.0030210315439938135,Kentucky Lake Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,GT2
5362,3406,Johnsonville,TN,3406-GT3,Tennessee Valley Authority,NG-NA-CT,No,None,Natural Gas,36.02777777777778,-87.98611111111111,6040005,Tennessee,1975,68.0,1799.568070126235,0.0030210315439938135,Kentucky Lake Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,GT3
5363,3406,Johnsonville,TN,3406-GT4,Tennessee Valley Authority,NG-NA-CT,No,None,Natural Gas,36.02777777777778,-87.98611111111111,6040005,Tennessee,1975,68.0,1799.568070126235,0.0030210315439938135,Kentucky Lake Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,GT4
5364,3406,Johnsonville,TN,3406-10,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,36.02777777777778,-87.98611111111111,6040005,Tennessee,1959,172.8,795851.0,0.5257556179181465,Kentucky Lake Tennessee River,Surface Water,48484.4572136702,2.536195910115091,28929.18385,15917.02,39792.55,198.96275,79.5851,252.284767,10
5365,3406,Johnsonville,TN,3406-2,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,36.02777777777778,-87.98611111111111,6040005,Tennessee,1951,125.0,577776.0,0.5276493150684931,Kentucky Lake Tennessee River,Surface Water,35198.99547916068,1.841240543974509,21002.1576,11555.52,28888.8,144.444,57.7776,183.154992,2
5366,3406,Johnsonville,TN,3406-3,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,36.02777777777778,-87.98611111111111,6040005,Tennessee,1952,125.0,627308.0,0.5728840182648401,Kentucky Lake Tennessee River,Surface Water,38216.560494103825,1.9990877488153906,22802.6458,12546.16,31365.4,156.827,62.7308,198.856636,3
5367,3407,Kingston,TN,3407-1,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,35.899166666666666,-84.51944444444445,6010208,Tennessee,1954,175.0,919178.0,0.5995942596216569,Clinch And Emory Rivers,Surface Water,44525.92999281364,2.110833886072515,33412.1203,18383.56,45958.9,229.7945,91.9178,291.379426,1
5368,3407,Kingston,TN,3407-2,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,35.899166666666666,-84.51944444444445,6010208,Tennessee,1954,175.0,938967.0,0.6125029354207436,Clinch And Emory Rivers,Surface Water,45484.529555279,2.156278067473168,34131.45045,18779.34,46948.35,234.74175,93.8967,297.652539,2
5369,3407,Kingston,TN,3407-3,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,35.899166666666666,-84.51944444444445,6010208,Tennessee,1954,175.0,930140.0,0.6067449445531637,Clinch And Emory Rivers,Surface Water,45056.94057463916,2.1360074227097354,33810.589,18602.8,46507,232.535,93.014,294.85438,3
5370,3407,Kingston,TN,3407-4,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,35.899166666666666,-84.51944444444445,6010208,Tennessee,1954,175.0,954245.0,0.6224690150032616,Clinch And Emory Rivers,Surface Water,46224.61162690192,2.191363023935807,34686.80575,19084.9,47712.25,238.56125,95.4245,302.495665,4
5371,3407,Kingston,TN,3407-5,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,35.899166666666666,-84.51944444444445,6010208,Tennessee,1955,200.0,1321858.0,0.7544851598173516,Clinch And Emory Rivers,Surface Water,64032.164356023146,3.0355629257619774,48049.5383,26437.16,66092.9,330.4645,132.1858,419.028986,5
5372,3407,Kingston,TN,3407-6,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,35.899166666666666,-84.51944444444445,6010208,Tennessee,1955,200.0,1292012.0,0.7374497716894978,Clinch And Emory Rivers,Surface Water,62586.39334478755,2.9670234827338366,46964.6362,25840.24,64600.6,323.003,129.2012,409.567804,6
5373,3407,Kingston,TN,3407-7,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,35.899166666666666,-84.51944444444445,6010208,Tennessee,1955,200.0,1325632.0,0.7566392694063927,Clinch And Emory Rivers,Surface Water,64214.980807018364,3.0442296770180315,48186.7232,26512.64,66281.6,331.408,132.5632,420.225344,7
5374,3407,Kingston,TN,3407-8,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,35.899166666666666,-84.51944444444445,6010208,Tennessee,1955,200.0,1289397.0,0.735957191780822,Clinch And Emory Rivers,Surface Water,62459.7200487217,2.9610183013521243,46869.58095,25787.94,64469.85,322.34925,128.9397,408.738849,8
5375,3407,Kingston,TN,3407-9,Tennessee Valley Authority,CL-OT-ST,Yes,Once-Through,Coal,35.899166666666666,-84.51944444444445,6010208,Tennessee,1955,200.0,1301255.0,0.7427254566210045,Clinch And Emory Rivers,Surface Water,63034.13379432353,2.988249445070803,47300.61925,26025.1,65062.75,325.31375,130.1255,412.497835,9
5376,3408,Melton Hill,TN,3408-1,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,35.88527777777778,-84.30027777777778,6010207,Tennessee,1964,36.0,28179.5,0.08935660832064941,Clinch River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
5377,3408,Melton Hill,TN,3408-2,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,35.88527777777778,-84.30027777777778,6010207,Tennessee,1964,36.0,28179.5,0.08935660832064941,Clinch River,Surface Water,0.0,0.0,0,0,0,0,0,0,2
5378,3409,Nickajack,TN,3409-3,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,35.00416666666667,-85.61916666666666,6020001,Tennessee,1968,24.3,91290.58614051974,0.428860073569159,Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,3
5379,3409,Nickajack,TN,3409-4,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,35.00416666666667,-85.61916666666666,6020001,Tennessee,1968,24.3,91290.58614051974,0.428860073569159,Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,4
5380,3409,Nickajack,TN,3409-1,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,35.00416666666667,-85.61916666666666,6020001,Tennessee,1968,27.4,102936.71029836382,0.428860073569159,Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
5381,3409,Nickajack,TN,3409-2,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,35.00416666666667,-85.61916666666666,6020001,Tennessee,1968,27.9,104815.11742059673,0.42886007356915895,Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,2
5382,3411,Norris Dam,TN,3411-1,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,36.22416666666667,-84.09138888888889,6010207,Tennessee,1936,65.7,96784.5,0.16816528012343362,Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
5383,3411,Norris Dam,TN,3411-2,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,36.22416666666667,-84.09138888888889,6010207,Tennessee,1936,65.7,96784.5,0.16816528012343362,Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,2
5384,3412,Ocoee 1,TN,3412-5,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,35.094722222222224,-84.64777777777779,6020003,Tennessee,1914,3.8,8022.599999999999,0.2410057678442682,Ocoee River,Surface Water,0.0,0.0,0,0,0,0,0,0,5
5385,3412,Ocoee 1,TN,3412-1,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,35.094722222222224,-84.64777777777779,6020003,Tennessee,1912,3.8,8022.599999999999,0.2410057678442682,Ocoee River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
5386,3412,Ocoee 1,TN,3412-2,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,35.094722222222224,-84.64777777777779,6020003,Tennessee,1912,3.8,8022.599999999999,0.2410057678442682,Ocoee River,Surface Water,0.0,0.0,0,0,0,0,0,0,2
5387,3412,Ocoee 1,TN,3412-3,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,35.094722222222224,-84.64777777777779,6020003,Tennessee,1912,3.8,8022.599999999999,0.2410057678442682,Ocoee River,Surface Water,0.0,0.0,0,0,0,0,0,0,3
5388,3412,Ocoee 1,TN,3412-4,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,35.094722222222224,-84.64777777777779,6020003,Tennessee,1912,3.8,8022.599999999999,0.2410057678442682,Ocoee River,Surface Water,0.0,0.0,0,0,0,0,0,0,4
5389,3413,Ocoee 2,TN,3413-1,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,35.08305555555556,-84.49111111111111,6020003,Tennessee,1913,11.5,23746.5,0.2357206670637284,Ocoee River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
5390,3413,Ocoee 2,TN,3413-2,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,35.08305555555556,-84.49111111111111,6020003,Tennessee,1913,11.5,23746.5,0.2357206670637284,Ocoee River,Surface Water,0.0,0.0,0,0,0,0,0,0,2
5391,3414,Ocoee 3,TN,3414-1,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,35.075,-84.48333333333333,6020003,Tennessee,1943,28.8,64623.0,0.2561477359208524,Ocoee River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
5392,3415,Pickwick Landing Dam,TN,3415-3,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,35.068333333333335,-88.24944444444445,6030005,Tennessee,1942,40.0,147384.66666666666,0.4206183409436834,Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,3
5393,3415,Pickwick Landing Dam,TN,3415-4,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,35.068333333333335,-88.24944444444445,6030005,Tennessee,1942,40.0,147384.66666666666,0.4206183409436834,Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,4
5394,3415,Pickwick Landing Dam,TN,3415-5,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,35.068333333333335,-88.24944444444445,6030005,Tennessee,1952,40.0,147384.66666666666,0.4206183409436834,Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,5
5395,3415,Pickwick Landing Dam,TN,3415-6,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,35.068333333333335,-88.24944444444445,6030005,Tennessee,1952,40.0,147384.66666666666,0.4206183409436834,Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,6
5396,3415,Pickwick Landing Dam,TN,3415-1,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,35.068333333333335,-88.24944444444445,6030005,Tennessee,1938,40.0,147384.66666666666,0.4206183409436834,Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
5397,3415,Pickwick Landing Dam,TN,3415-2,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,35.068333333333335,-88.24944444444445,6030005,Tennessee,1938,40.0,147384.66666666666,0.4206183409436834,Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,2
5398,3416,South Holston,TN,3416-1,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,36.524166666666666,-82.08777777777777,6010102,Tennessee,1951,38.5,56050.0,0.16619225523335113,South Fork Holston River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
5399,3417,Tims Ford,TN,3417-1,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,35.196666666666665,-86.27833333333334,6030003,Tennessee,1972,45.0,30860.9409190372,0.07828752135727346,Elk River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
5400,3417,Tims Ford,TN,3417-2,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,35.196666666666665,-86.27833333333334,6030003,Tennessee,1987,0.7,480.0590809628008,0.07828752135727345,Elk River,Surface Water,0.0,0.0,0,0,0,0,0,0,2
5401,3418,Watauga,TN,3418-2,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,36.322500000000005,-82.12194444444444,6010103,Tennessee,1949,28.8,30068.5,0.11918323503297819,Watauga River,Surface Water,0.0,0.0,0,0,0,0,0,0,2
5402,3418,Watauga,TN,3418-1,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,36.322500000000005,-82.12194444444444,6010103,Tennessee,1949,28.8,30068.5,0.11918323503297819,Watauga River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
5403,3420,Watts Bar Hydro,TN,3420-HY3,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,35.62083333333334,-84.78166666666667,6020001,Tennessee,1942,33.4,107033.40000000001,0.3658210975309655,Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,HY3
5404,3420,Watts Bar Hydro,TN,3420-HY4,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,35.62083333333334,-84.78166666666667,6020001,Tennessee,1944,33.4,107033.40000000001,0.3658210975309655,Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,HY4
5405,3420,Watts Bar Hydro,TN,3420-HY5,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,35.62083333333334,-84.78166666666667,6020001,Tennessee,1944,33.4,107033.40000000001,0.3658210975309655,Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,HY5
5406,3420,Watts Bar Hydro,TN,3420-HY2,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,35.62083333333334,-84.78166666666667,6020001,Tennessee,1942,33.4,107033.40000000001,0.3658210975309655,Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,HY2
5407,3420,Watts Bar Hydro,TN,3420-HY1,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,35.62083333333334,-84.78166666666667,6020001,Tennessee,1942,33.4,107033.40000000001,0.3658210975309655,Tennessee River,Surface Water,0.0,0.0,0,0,0,0,0,0,HY1
5408,3421,Wilbur,TN,3421-1,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,36.34444444444445,-82.10527777777777,6010103,Tennessee,1912,1.2,1070.0377358490566,0.10179202205565607,Watauga River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
5409,3421,Wilbur,TN,3421-4,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,36.34444444444445,-82.10527777777777,6010103,Tennessee,1950,7.0,6241.88679245283,0.10179202205565607,Watauga River,Surface Water,0.0,0.0,0,0,0,0,0,0,4
5410,3421,Wilbur,TN,3421-2,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,36.34444444444445,-82.10527777777777,6010103,Tennessee,1912,1.2,1070.0377358490566,0.10179202205565607,Watauga River,Surface Water,0.0,0.0,0,0,0,0,0,0,2
5411,3421,Wilbur,TN,3421-3,Tennessee Valley Authority,HY-NA-HY,No,None,Hydropower,36.34444444444445,-82.10527777777777,6010103,Tennessee,1926,1.2,1070.0377358490566,0.10179202205565607,Watauga River,Surface Water,0.0,0.0,0,0,0,0,0,0,3
5412,3423,Cordell Hull,TN,3423-2,United States Government,HY-NA-HY,No,None,Hydropower,36.290277777777774,-85.42916666666667,5130106,Ohio,1973,33.3,68461.0,0.23469016962167646,Cumberland River,Surface Water,0.0,0.0,0,0,0,0,0,0,2
5413,3423,Cordell Hull,TN,3423-1,United States Government,HY-NA-HY,No,None,Hydropower,36.290277777777774,-85.42916666666667,5130106,Ohio,1973,33.3,68461.0,0.23469016962167646,Cumberland River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
5414,3423,Cordell Hull,TN,3423-3,United States Government,HY-NA-HY,No,None,Hydropower,36.290277777777774,-85.42916666666667,5130106,Ohio,1974,33.3,68461.0,0.23469016962167646,Cumberland River,Surface Water,0.0,0.0,0,0,0,0,0,0,3
5415,3424,Dale Hollow,TN,3424-2,United States Government,HY-NA-HY,No,None,Hydropower,36.54138888888889,-85.45305555555557,5130105,Ohio,1949,18.0,19605.333333333332,0.12433620835447319,Obey River,Surface Water,0.0,0.0,0,0,0,0,0,0,2
5416,3424,Dale Hollow,TN,3424-1,United States Government,HY-NA-HY,No,None,Hydropower,36.54138888888889,-85.45305555555557,5130105,Ohio,1948,18.0,19605.333333333332,0.12433620835447319,Obey River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
5417,3424,Dale Hollow,TN,3424-3,United States Government,HY-NA-HY,No,None,Hydropower,36.54138888888889,-85.45305555555557,5130105,Ohio,1953,18.0,19605.333333333332,0.12433620835447319,Obey River,Surface Water,0.0,0.0,0,0,0,0,0,0,3
5418,3426,Old Hickory,TN,3426-1,United States Government,HY-NA-HY,No,None,Hydropower,36.29722222222222,-86.65555555555557,5130202,Ohio,1957,28.7,148738.51108968176,0.5916126163018541,Cumberland River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
5419,3426,Old Hickory,TN,3426-2,United States Government,HY-NA-HY,No,None,Hydropower,36.29722222222222,-86.65555555555557,5130202,Ohio,1957,25.0,129563.16297010607,0.5916126163018542,Cumberland River,Surface Water,0.0,0.0,0,0,0,0,0,0,2
5420,3426,Old Hickory,TN,3426-3,United States Government,HY-NA-HY,No,None,Hydropower,36.29722222222222,-86.65555555555557,5130202,Ohio,1957,25.0,129563.16297010607,0.5916126163018542,Cumberland River,Surface Water,0.0,0.0,0,0,0,0,0,0,3
5421,3426,Old Hickory,TN,3426-4,United States Government,HY-NA-HY,No,None,Hydropower,36.29722222222222,-86.65555555555557,5130202,Ohio,1957,25.0,129563.16297010607,0.5916126163018542,Cumberland River,Surface Water,0.0,0.0,0,0,0,0,0,0,4
5422,3428,J P Priest,TN,3428-1,United States Government,HY-NA-HY,No,None,Hydropower,36.156388888888884,-86.61861111111111,5130203,Ohio,1970,28.0,71386.0,0.2910388127853881,Stones River,Surface Water,0.0,0.0,0,0,0,0,0,0,1
